author_name,author_id,gender,affiliation,seniority,nb_publi,pub_rate,first_author_por,avg_coauthor
Chirag Shah,8738,,,16,163,10.19,35,3.0
Maheedhar Kolla,8739,,,14,12,0.86,33,3.08
Olga Vechtomova,8740,female,University of Waterloo Canada,17,56,3.29,55,2.45
Hideo Joho,8741,male,University of Tsukuba Japan,19,94,4.95,39,4.14
Dmitri Roussinov,8742,male,,21,50,2.38,78,2.68
David B. Skillicorn,8743,male,Queen's University Kingston Ontario Canada,39,159,4.08,43,2.3
Andruid Kerne,8744,,,22,88,4.0,32,4.15
M. Cameron Jones,8745,,,15,21,1.4,33,3.67
J. Stephen Downie,8746,,University of Illinois at Urbana-Champaign Champaign IL USA,20,129,6.45,26,3.8
Andreas Broschart,8747,male,,13,14,1.08,79,2.64
Georg Buscher,8748,male,,14,40,2.86,40,3.6
Michael Huggett,8749,male,,12,14,1.17,93,2.0
Peter Wilkins,8750,male,,17,30,1.76,40,7.47
Tak-Lam Wong,8751,,,17,75,4.41,36,4.0
Nathan Nan Liu,8752,male,,11,21,1.91,28,4.38
Massih-Reza Amini,8753,,,20,120,6.0,20,3.83
Cyril Goutte,8754,male,Xerox,22,65,2.95,37,3.51
Heung-Yeung Shum,8755,,Microsoft Research,28,291,10.39,12,4.15
Antonio Farina,8756,male,,16,59,3.69,15,4.37
Susana Ladra,8757,female,,12,40,3.33,15,3.62
Paul B. Kantor,8758,male,Rutgers University USA,43,88,2.05,31,3.74
Yi Zhang,8759,,Florida International University,12,12,1.0,67,3.08
Bo Shao,8760,male,,13,12,0.92,33,4.17
Zuobing Xu,8761,,,12,8,0.67,88,2.75
Ram Akella,8762,male,University of California Santa Cruz Center for Knowledge Information Systems and Management of Technology,34,39,1.15,15,3.1
Kyung-Soon Lee,8763,female,,19,32,1.68,41,2.94
Furu Wei,8764,,,14,134,9.57,10,5.02
Yanxiang He,8765,,,22,149,6.77,18,4.15
Meishan Hu,8766,,,12,6,0.5,50,3.17
Dingding Wang,8767,,Florida Atlantic University Boca Raton FL USA,12,59,4.92,41,3.86
Jeremy Pickens,8768,male,,19,39,2.05,49,3.13
Gene Golovchinsky,8769,male,,26,74,2.85,39,3.35
Pernilla Qvarfordt,8770,female,FX Palo Alto Laboratory,21,30,1.43,40,3.6
Christian Zimmer,8771,male,Max Planck Institute for Informatics Saarbrücken Germany,15,20,1.33,35,4.35
Ye-Yi Wang,8772,,Microsoft,25,55,2.2,47,4.22
Alex Acero,8773,male,Microsoft Research,30,212,7.07,10,3.77
Hwee Tou Ng,8774,,,29,147,5.07,18,2.8
Wouter Weerkamp,8775,male,,13,57,4.38,26,3.68
Andreas Dengel,8776,male,German Research Centre for Artificial Intelligence DFKI Kaiserslautern Germany,32,353,11.03,10,4.17
Ludger van Elst,8777,male,German Research Centre for Artificial Intelligence DFKI Kaiserslautern Germany,22,38,1.73,32,4.13
Ioannis Arapakis,8778,male,Telefonica Research Barcelona Spain,11,33,3,55,4.85
Mengqiu Wang,8779,,,17,34,2.0,62,3.26
Thomas Roelleke,8780,male,Queen Mary University of London School of Engineering and Computer Science,25,72,2.88,32,3.11
Long Wang,8781,male,,14,65,4.64,28,4.45
Xiaobing Xue,8782,,,11,12,1.09,83,2.58
Tom Crecelius,8783,male,,12,11,0.92,36,5.27
Mouna Kacimi,8784,female,,14,40,2.86,42,3.7
Josiane Xavier Parreira,8785,female,Siemens AG Austria,14,51,3.64,18,5.31
Liping Jing,8786,,,15,65,4.33,40,3.86
Andreas Paepcke,8787,male,Stanford University USA,38,92,2.42,22,4.07
Gregory Druck,8788,male,,13,13,1.0,69,3.0
Heikki Keskustalo,8789,male,,23,41,1.78,15,4.54
Jaana Kekalainen,8790,female,University of Tampere Finland,21,40,1.9,23,3.73
Sri Devi Ravana,8791,,University of Malaya Department of Information Systems Kuala Lumpurm Malaysia,13,26,2.0,31,3.27
Mandar Mitra,8792,,,24,85,3.54,7,3.79
Dipasree Pal,8793,,,12,17,1.42,41,3.94
Ayan Bandyopadhyay,8794,male,,11,14,1.27,43,4.71
Juan F. Huete,8795,male,,26,101,3.88,3,3.55
Luis M. de Campos,8796,male,,31,124,4.0,69,3.15
Juan M. Fernandez-Luna,8797,male,University of Granada,21,103,4.9,9,3.65
Miguel A. Rueda-Morales,8798,male,,12,8,0.67,0,4.0
Kai Zhang,8799,male,,22,264,12.0,34,4.31
Chunping Li,8800,,,20,89,4.45,8,3.06
Mingfang Wu,8801,,,21,44,2.1,43,4.5
Julia Luxenburger,8802,female,Max Planck Institute for Informatics Saarbrücken Germany,15,8,0.53,62,2.88
Maarten Clements,8803,male,,12,10,0.83,80,3.8
Mona Mojdeh,8804,female,,11,5,0.45,80,1.8
Rong Hu,8805,,,19,104,5.47,53,3.69
Yasue Kishino,8806,female,,16,42,2.62,24,5.43
Koji Kamei,8807,male,,21,36,1.71,28,5.61
Rianne Kaptein,8808,female,,12,31,2.58,71,3.55
Winston H. Hsu,8809,male,National Taiwan University Taipei Taiwan,16,130,8.12,8,4.2
Yu-Gang Jiang,8810,,,13,163,12.54,19,4.89
Chew Lim Tan,8811,,National University of Singapore (NUS),33,392,11.88,5,3.61
Manos Tsagkias,8812,male,,11,36,3.27,31,3.83
Masayuki Okamoto,8813,male,,41,47,1.15,49,4.4
Wray L. Buntine,8814,,Monash University Melbourne Australia,43,135,3.14,39,2.87
Patrik Floreen,8815,male,University of Helsinki Finland,30,56,1.87,43,4.32
Joonas Kukkonen,8816,male,,12,6,0.5,17,4.5
Qinmin Hu,8817,,York University Toronto Canada,11,50,4.55,32,4.0
Shuguang Wang,8818,,,18,25,1.39,32,3.88
Milos Hauskrecht,8819,,,28,125,4.46,19,3.02
Naoaki Okazaki,8820,,,17,109,6.41,15,4.72
Yoshimasa Tsuruoka,8821,male,,18,103,5.72,19,4.15
Jun'ichi Tsujii,8822,,,46,326,7.09,6,3.94
Sophia Ananiadou,8823,female,University of Manchester UK,29,230,7.93,8,5.11
Henning Rode,8824,male,,15,21,1.4,38,3.86
Fernando D. Diaz,8825,male,,11,3,0.27,100,1.0
Avi Arampatzis,8826,male,Democritus University of Thrace Electrical & Computer Engineering Department Xanthi Greece,22,59,2.68,44,3.44
Charles K. Nicholas,8827,male,University of Maryland USA,32,63,1.97,16,3.87
Edgar Meij,8828,male,Bloomberg UK,14,74,5.29,30,4.16
Seung-Hoon Na,8829,,,17,62,3.65,53,3.29
Jong-Hyeok Lee,8830,,,25,166,6.64,7,3.25
Xiaojun Quan,8831,,,11,30,2.73,40,4.33
Hyunki Kim,8832,,,23,36,1.57,28,5.0
Saket S. R. Mengle,8833,,,12,12,1.0,57,2.33
Antoine Doucet,8834,male,,17,70,4.12,14,5.64
Yang Xu,8835,,,20,367,18.35,34,4.17
Fan Ding,8836,,,18,33,1.83,45,4.0
Bin Wang,8837,,Chinese Academy of Sciences Institute of Information Engineering China,18,93,5.17,4,4.37
Yuval Merhav,8838,male,,11,13,1.18,69,3.15
Engin Demir,8839,male,,15,9,0.6,44,3.11
Rafael E. Banchs,8840,male,Institute for Infocomm Research Singapore,17,141,8.29,21,4.13
Li-Tal Mashiach,8841,,,11,2,0.18,0,2.0
Elena Smirnova,8842,female,,17,20,1.18,40,3.05
Minwoo Jeong,8843,,,15,40,2.67,35,4.3
Michiko Yasukawa,8844,female,,18,10,0.56,100,2.8
Hidetoshi Yokoo,8845,male,,28,26,0.93,69,1.5
Dan Wu,8846,male,,19,248,13.05,41,4.58
Ricardo da Silva Torres,8847,male,University of Campinas Sao Paulo Brazil,16,215,13.44,7,4.8
Edward A. Fox,8848,male,Virginia Tech Dept. of Computer Science Blacksburg Virginia USA,39,354,9.08,27,4.5
Liadh Kelly,8849,,,11,53,4.82,23,7.26
Derek Hao Hu,8850,male,Hong Kong University of Science and Technology,11,21,1.91,28,4.29
Cassidy R. Sugimoto,8851,female,Indiana University Bloomington School of Library and Information Science,12,86,7.17,26,4.07
Javed Mostafa,8852,male,University of North Carolina at Chapel Hill,23,103,4.48,17,3.59
Shihao Ji,8853,,,15,26,1.73,57,4.08
Gareth J. F. Jones,8854,male,Dublin City University School of Computing Ireland,28,357,12.75,14,4.63
Murat Saraclar,8855,male,,21,105,5.0,10,4.3
Jianhan Zhu,8856,,,19,39,2.05,64,4.26
Peng Zhang,8857,,Tianjin University Key Laboratory of Cognitive Computing and Application Tianjin China,11,63,5.73,28,5.27
Yuexian Hou,8858,,,15,89,5.93,16,4.67
Robert Gwadera,8859,male,IBM Research,16,26,1.62,69,3.12
Zhaoyan Ming,8860,,,10,26,2.6,27,4.58
Ioannis Konstas,8861,male,,10,30,3.0,33,3.7
Srihari Reddy,8862,,,14,6,0.43,0,4.17
Jun Sakuma,8863,male,,19,85,4.47,15,3.32
Colm O'Riordan,8864,male,,22,146,6.64,9,2.79
Zhengya Sun,8865,,,10,15,1.5,47,3.87
Zhisheng Li,8866,,,13,31,2.38,48,4.71
Qiang Wu,8867,,,28,137,4.89,37,4.07
Wei Yuan,8868,,,22,92,4.18,41,4.6
Kefeng Deng,8869,,,13,13,1.0,54,4.77
Liwei Chen,8870,,,12,37,3.08,43,4.78
Earl W. Bailey,8871,male,,11,5,0.45,60,4.6
Ivan Cantador,8872,male,Autonomous University of Madrid Spain,14,95,6.79,32,3.6
Laurence Anthony F. Park,8873,female,,18,53,2.94,56,3.08
Pinar Donmez,8874,,Carnegie Mellon University Pittsburgh USA,15,25,1.67,52,3.4
Stefan Savev,8875,male,,12,6,0.5,17,3.67
Matthew Lease,8876,male,,17,99,5.82,20,3.76
Seong-Bae Park,8877,,,19,100,5.26,15,3.65
Antti Oulasvirta,8878,male,Aalto University Finland,17,188,11.06,23,4.09
Xavier Amatriain,8879,male,,19,49,2.58,65,2.98
Cai-Nicolas Ziegler,8880,male,University of Freiburg Germany,15,35,2.33,80,2.66
Enrique Alfonseca,8881,male,Google Zurich Switzerland,21,64,3.05,44,3.45
Aleksander Kolcz,8882,male,Twitter Inc San Francisco USA,25,43,1.72,60,2.98
Nicholas Gibbins,8883,male,School of Electronics and Computer Science University of Southampton,22,87,3.95,5,4.49
Christoph Meinel,8884,male,Hasso Plattner Institute Potsdam Germany,38,700,18.42,18,3.09
Mostafa Keikha,8885,male,,13,25,1.92,68,3.64
Elif Aktolga,8886,female,,11,9,0.82,78,2.89
Jeffrey Dalton,8887,male,University of Glasgow UK,10,24,2.4,46,3.62
Tadashi Nomoto,8888,male,,26,24,0.92,96,1.62
Inna Gelfer Kalmanovich,8889,female,,10,3,0.3,33,2.67
Wim Vanderbauwhede,8890,male,,18,87,4.83,28,2.83
Maik Anderka,8891,male,,11,19,1.73,47,3.05
David Mease,8892,male,,15,11,0.73,45,2.82
Li Zheng,8893,,Florida International University School of Computer Science Miami FL USA,10,16,1.6,56,6.69
Jung-Tae Lee,8894,,,20,30,1.5,20,3.97
Zheng Ye,8895,,,11,43,3.91,53,3.81
Hongfei Lin,8896,,,20,196,9.8,1,4.84
Nicolas Usunier,8897,male,,14,86,6.14,10,4.1
Lixin Shi,8898,,,13,28,2.15,64,3.86
Christopher M. De Vries,8899,male,,11,18,1.64,61,6.11
Zhen Guo,8900,,,23,61,2.65,51,3.87
Zhongfei Zhang,8901,,Binghamton University Vestal Department of Computer Science,28,230,8.21,12,4.12
Ioannis Kompatsiaris,8902,male,Centre for Research and Technology Hellas Information Technologies Institute (CERTH-ITI),22,512,23.27,6,5.86
Dan Zhang,8903,male,Facebook,12,29,2.42,66,3.59
Monica Lestari Paramita,8904,female,University of Sheffield Department of Computer Science,12,25,2.08,28,5.6
Stephane Marchand-Maillet,8905,,,25,144,5.76,15,3.22
Raman Chandrasekar,8906,male,,30,22,0.73,27,3.23
Chris Quirk,8907,male,,15,63,4.2,22,3.51
Yi-Hsuan Yang,8908,,,13,169,13.0,14,3.64
Yu-Ching Lin,8909,,,16,39,2.44,23,3.87
Bo Geng,8910,male,,12,41,3.42,54,4.34
Xin Jiang,8911,,,27,124,4.59,32,4.76
Yunhua Hu,8912,,,14,16,1.14,31,5.06
Viet Ha-Thuc,8913,male,,13,24,1.85,67,4.12
Christopher G. Harris,8914,male,University of Iowa,10,28,2.8,71,2.25
Guido Zuccon,8915,male,Queensland University of Technology Australia,11,135,12.27,24,4.41
Pierre Hanna,8916,male,,17,49,2.88,24,3.94
Matthias Robine,8917,male,,14,31,2.21,23,4.26
Luca Pretto,8918,male,,17,19,1.12,5,2.58
Jun Gong,8919,male,,14,54,3.86,41,4.09
Stephen Hailes,8920,male,University College of London UK,28,88,3.14,2,3.57
Anuj Goyal,8921,,,11,12,1.09,17,8.08
Shawn R. Wolfe,8922,male,,25,16,0.64,50,3.31
Kelly Y. Itakura,8923,female,,12,11,0.92,64,3.73
Jinsong Lu,8924,,,12,7,0.58,0,3.43
David Novak,8925,male,,13,45,3.46,42,3.36
Michal Batko,8926,male,,15,58,3.87,28,3.41
Xin Wu,8927,,,14,77,5.5,34,4.65
Robin Aly,8928,male,,13,52,4.0,44,4.6
Davide Buscaldi,8929,male,,16,97,6.06,56,3.61
Nattiya Kanhabua,8930,,,11,55,5.0,44,3.91
Mehdi Hosseini,8931,male,,12,19,1.58,63,4.74
Henry Allen Feild,8932,male,Endicott College Beverly MA USA,13,20,1.54,40,2.9
Emre Varol,8933,male,,9,2,0.22,50,4.5
Enver Kayaaslan,8934,male,Google Zurich Switzerland,9,18,2,50,3.22
Cevdet Aykanat,8935,male,,32,123,3.84,13,2.95
Dzung Hong,8936,,,9,5,0.56,80,3.2
Erick Cantu-Paz,8937,male,,22,49,2.23,53,3.27
Na Dai,8938,,,10,12,1.2,100,2.42
Abraham Bagherjeiran,8939,male,,14,19,1.36,57,3.68
Andrew O. Hatch,8940,male,,14,10,0.71,30,4.3
Michael Granitzer,8941,male,University of Passau Faculty of Computer Science and Mathematics Germany,17,147,8.65,11,4.22
Milos Radovanovic,8942,,,13,61,4.69,18,4.16
Alexandros Nanopoulos,8943,male,Aristotle University of Thessaloniki Greece,21,139,6.62,19,3.37
Mirjana Ivanovic,8944,female,University of Novi Sad Serbia,29,224,7.72,23,3.91
Anne N. De Roeck,8945,female,,33,60,1.82,10,4.57
Stephane Clinchant,8946,,,13,53,4.08,57,2.94
Gary William Flake,8947,male,,29,30,1.03,60,4.07
Keith B. Hall,8948,male,,19,37,1.95,14,5.92
Stefan Riezler,8949,male,Universität Heidelberg Germany,23,90,3.91,22,3.14
Samuel Huston,8950,male,,11,8,0.73,75,2.88
Gisele L. Pappa,8951,,,17,103,6.06,12,4.43
Siddharth Gopal,8952,,,9,11,1.22,82,2.55
Lanbo Zhang,8953,,,10,13,1.3,69,2.69
Yeha Lee,8954,,,12,20,1.67,45,4.2
Shima Gerani,8955,female,,11,16,1.45,56,4.12
Ryen White,8956,,University of Glasgow UK,18,206,11.44,38,3.5
Jeff Huang,8957,male,Brown University Department of Computer Science Providence RI USA,10,41,4.1,28,4.88
Biao Xiang,8958,,,10,16,1.6,44,5.0
Huiying Li,8959,,,15,50,3.33,38,3.92
Jianguo Xiao,8960,,,19,115,6.05,3,3.33
Chandra Prakash Jethani,8961,male,,9,3,0.33,0,2.0
Stephen E. Robertson,8962,male,Microsoft Research,45,164,3.64,41,2.99
Wei Li,8963,,Fudan University School of Computer Science Shanghai Key Laboratory of Intelligent Information Processing China,16,26,1.62,46,3.27
Yaduo Liu,8964,,,9,4,0.44,0,3.25
Chia-Jung Lee,8965,,,14,40,2.86,60,3.75
Shao-Hang Kao,8966,,,12,4,0.33,50,3.25
Manoj Kumar Chinnakotla,8967,male,,12,26,2.17,31,4.08
Pushpak Bhattacharyya,8968,,Indian Institute of Technology Bombay India,26,316,12.15,3,3.71
Aditya P. Mathur,8969,male,Purdue University West Lafayette USA,31,127,4.1,9,2.98
Ajinkya Kale,8970,,,11,14,1.27,71,4.79
Manish Gupta,8971,male,,29,77,2.66,56,3.47
Yukun Li,8972,male,,10,38,3.8,21,4.13
Desmond Elliott,8973,male,,10,40,4.0,42,3.73
Richard Glassey,8974,male,,16,21,1.31,28,4.76
Tamara Polajnar,8975,female,,13,25,1.92,60,4.0
Andrei Popescu-Belis,8976,male,,22,101,4.59,35,3.83
Sang-goo Lee,8977,,,29,154,5.31,8,3.61
Shaishav Kumar,8978,,,9,5,0.56,40,2.4
Raghavendra Udupa,8979,,,19,36,1.89,36,3.39
Sharma Chakravarthy,8980,,University of Texas at Arlington USA,30,170,5.67,31,2.84
Muyun Yang,8981,,Harbin Institute of Technology,19,72,3.79,14,4.79
Sheng Li,8982,,Harbin Institute of Technology China,18,130,7.22,2,4.62
Haoliang Qi,8983,,,15,52,3.47,6,5.21
Trong-Ton Pham,8984,male,,12,12,1.0,92,3.67
Philippe Mulhem,8985,male,IMAG Grenoble France,27,126,4.67,25,3.38
Johannes Leveling,8986,male,,16,104,6.5,42,3.4
Shengcai Liao,8987,,Chinese Academy of Sciences Institute of Automation (CASIA),13,95,7.31,16,5.4
Keith van Rijsbergen,8988,male,University of Glasgow UK,48,139,2.9,22,2.95
Wuying Liu,8989,,,11,23,2.09,87,2.52
Rawia Awadallah,8990,female,,13,8,0.62,100,2.62
Chieh-Jen Wang,8991,,,13,14,1.08,71,3.07
Marc Bron,8992,male,,11,32,2.91,41,4.06
Hyun-Wook Woo,8993,,,9,3,0.33,33,4.67
Benjamin Roth,8994,male,,9,45,5.0,28,3.76
Giambattista Amati,8995,male,University of Rome Italy,32,72,2.25,89,3.26
Giuseppe Amodeo,8996,male,,11,8,0.73,25,4.88
Carlo Gaibisso,8997,male,,31,28,0.9,36,3.89
Giorgio Gambosi,8998,male,,35,77,2.2,22,3.91
Paavo Arvola,8999,male,,15,24,1.6,42,4.46
Marko Junkkari,9000,male,,21,25,1.19,28,2.92
Gang Li,9001,,,26,512,19.69,34,4.04
Saeedeh Momtazi,9002,,,12,26,2.17,69,2.88
Malik Muhammad Saad Missen,9003,male,,11,14,1.27,79,2.71
Klaus Seyerlehner,9004,male,,12,21,1.75,24,4.76
Dominik Schnitzer,9005,male,,12,27,2.25,37,3.37
Bodo Billerbeck,9006,male,Microsoft Australia,16,16,1,56,4
Ralf Krestel,9007,male,Hasso Plattner Institute Potsdam Germany,14,62,4.43,39,3.23
Pierpaolo Basile,9008,male,,13,113,8.69,48,4.32
Giovanni Semeraro,9009,male,"University of Bari ""Aldo Moro"" Italy",29,320,11.03,12,4.76
Seung-Wook Lee,9010,,,20,14,0.7,43,4.43
Lei Li,9011,,Florida International University School of Computing and Information Sciences Miami FL USA,9,34,3.78,41,4.71
Chao Shen,9012,,,13,55,4.23,33,4.75
Savvas A. Chatzichristofis,9013,male,,11,56,5.09,28,4.71
Jae Hyun Park,9014,,,16,14,0.88,21,4.0
Shengbo Guo,9015,,,9,15,1.67,27,3.6
Andreas Nurnberger,9016,male,Otto von Guericke University Magdeburg Germany,21,190,9.05,11,3.33
Chang Liu,9017,,Peking University Department of Information Management Beijing China,10,31,3.1,52,4.23
Jacek Gwizdka,9018,male,University of Texas at Austin TX USA,23,87,3.78,48,3.16
Sergio Duarte Torres,9019,male,,9,11,1.22,64,5.45
Zhumin Chen,9020,male,Shandong University China,13,52,4,12,4.75
Chaoran Cui,9021,,,9,32,3.56,31,5.28
Jingxuan Li,9022,,,9,25,2.78,36,4.92
Praveen Chandar,9023,male,,10,18,1.8,44,3.67
Richard Bache,9024,male,,29,26,0.9,85,2.69
Xiaoshi Yin,9025,,,10,12,1.2,83,3.75
Zhoujun Li,9026,,,21,291,13.86,3,4.15
Alberto Barron-Cedeno,9027,male,,11,70,6.36,34,5.14
Neema Moraveji,9028,,,16,28,1.75,61,3.89
Morgan Harvey,9029,male,,10,46,4.6,41,3.04
Richard Berendsen,9030,male,,8,13,1.62,54,6.38
Rich Caruana,9031,male,Cornell University Ithaca USA,32,94,2.94,35,3.62
Balaji Padmanabhan,9032,,,23,45,1.96,24,3.18
Jiashu Zhao,9033,,,12,14,1.17,43,3.93
Jimmy Xiangji Huang,9034,male,York University Toronto Canada,23,188,8.17,16,3.56
Peng Cui,9035,,Tsinghua University Department of Computer Science and Technology Beijing China,12,110,9.17,20,4.83
David Fernandes de Oliveira,9036,male,,15,18,1.2,17,5.67
Fei Sun,9037,,,17,74,4.35,51,5.66
Dandan Song,9038,,,13,45,3.46,18,4.44
Lejian Liao,9039,,,27,81,3.0,6,3.94
Zi Yang,9040,,,11,34,3.09,44,5.29
Li Zhang,9041,,IBM China Research Lab.,16,18,1.12,6,6.17
Jing He,9042,,,17,162,9.53,30,4.3
Hongfei Yan,9043,,,18,41,2.28,10,4.8
Mikhail Ageev,9044,male,,8,4,0.5,75,3.5
Dmitry Lagun,9045,male,,9,21,2.33,52,3.43
Vinay Jethava,9046,male,,10,14,1.4,71,3.36
Chiranjib Bhattacharyya,9047,,ERNET India,19,100,5.26,8,3.86
Devdatt P. Dubhashi,9048,,Chalmers University of Technology Department of Computer Science and Engineering,27,58,2.15,36,4.9
Yuan Lin,9049,,Dalian University of Technology WISE Lab China,11,31,2.82,32,4.87
Song Jin,9050,,,10,28,2.8,46,4.11
Jing Liu,9051,,,19,647,34.05,31,4.44
Guoqing Zheng,9052,,,13,14,1.08,56,4.36
Jinwen Guo,9053,,,11,3,0.27,33,6.67
Lichun Yang,9054,,,10,8,0.8,38,6.5
Hyun Duk Kim,9055,,,13,13,1.0,69,4.85
Renato Ferreira,9056,male,Federal University of Minas Gerais Belo Horizonte Brazil,22,84,3.82,11,6.23
Cheng Jin,9057,,,19,108,5.68,27,4.69
Dayong Wang,9058,,,10,38,3.8,55,5.53
Ying He,9059,,Nanyang Technological University School of Computer Science and Engineering Singagore,15,151,10.07,7,4.58
Sharma V. Thankachan,9060,,,10,108,10.8,8,3.91
Jeffrey Scott Vitter,9061,male,University of Mississippi Oxford Chancellor,39,296,7.59,19,3.09
Wolf Siberski,9062,male,L3S Research Center Hanover Germany,17,53,3.12,9,4.11
Zeno Gantner,9063,male,,13,18,1.38,33,3.94
Quan Wang,9064,male,,19,95,5.0,42,4.41
Zheng-Jun Zha,9065,,,12,151,12.58,15,5.16
Aleksandar Stupar,9066,male,,9,12,1.33,75,2.33
Kevin Haas,9067,male,,23,8,0.35,12,7.38
Shanshan Huang,9068,,,10,30,3.0,40,3.87
Liang Kong,9069,,,12,27,2.25,37,4.44
Xianpei Han,9070,,,12,43,3.58,33,3.91
Le Sun,9071,female,,19,142,7.47,28,4.2
Jun Zhao,9072,male,Chinese Academy of Sciences Institute of Automation National Laboratory of Pattern Recognition Beijing China,20,141,7.05,4,4.09
Debapriyo Majumdar,9073,,Max Planck Institute for Informatics Saarbrücken Germany,14,18,1.29,6,5.39
Dengyong Zhou,9074,,,16,56,3.5,21,3.98
Jiaul H. Paik,9075,,,12,19,1.58,57,3.05
Ferhan Ture,9076,male,,13,29,2.23,48,3.38
Ye Chen,9077,,,19,122,6.42,56,4.16
John F. Canny,9078,male,University of California Berkeley USA,36,215,5.97,21,3.04
Eder Ferreira Martins,9079,male,,9,8,0.89,25,4.62
Dehong Gao,9080,,,9,22,2.44,45,3.77
Renxian Zhang,9081,,,9,29,3.22,38,3.79
Raymond Yiu-Keung Lau,9082,male,City University of Hong Kong Department of Information Systems,23,171,7.43,36,3.93
Jiajin Wu,9083,,,13,13,1.0,23,4.08
Kan Xu,9084,,,8,35,4.38,11,6.0
Zijia Lin,9085,,,8,17,2.12,59,4.59
Guiguang Ding,9086,,Tsinghua University Beijing China,15,101,6.73,15,4.28
Eyal Krikon,9087,male,,10,7,0.7,71,2.43
Xueming Qian,9088,,Xi'an Jiaotong University China,13,109,8.38,30,4.06
Mokrane Bouzeghoub,9089,,Versailles Saint-Quentin-en-Yvelines University France,36,98,2.72,34,3.58
Jia Tina Du,9090,,,11,37,3.36,32,3.08
Liang-Chi Hsieh,9091,,,10,14,1.4,43,5.21
Sarvnaz Karimi,9092,,,13,46,3.54,43,3.91
Bevan Koopman,9093,male,,8,52,6.5,46,4.08
Peter Bruza,9094,male,Queensland University of Technology Brisbane Australia,29,140,4.83,24,3.81
Michael Lawley,9095,male,,26,40,1.54,17,4.17
Jiwoon Ha,9096,,,8,16,2.0,38,4.88
Si Li,9097,,Beijing University of Posts and Telecommunications Pattern Recognition & Intelligent System Lab China,11,28,2.55,36,5.07
Lung-Hao Lee,9098,,,11,39,3.55,56,4.21
Chenliang Li,9099,male,Wuhan University China,8,44,5.5,41,4.36
Jie Tang,9100,,,14,111,7.93,31,4.42
Kuang Mao,9101,,,8,9,1.12,44,4.78
Shengrui Wang,9102,,,31,110,3.55,3,3.3
Lei Wang,9103,,,24,1003,41.79,30,4.6
Eyad Elyan,9104,male,,12,36,3.0,22,3.0
Zaihan Yang,9105,,,13,11,0.85,91,2.64
Masanao Ochi,9106,male,,8,9,1.12,33,4.0
Makoto Okabe,9107,male,,16,38,2.38,32,3.76
Rikio Onai,9108,male,,35,38,1.09,11,3.79
Nut Limsopatham,9109,,University of Glasgow School of Computing Science,8,32,4.0,75,3.5
Bin Shen,9110,,Google New York NY USA,11,35,3.18,26,4.14
Michael J. Cole,9111,male,USA,15,31,2.07,28,4.87
Abhimanu Kumar,9112,,,10,17,1.7,35,6.41
Haitao Li,9113,,,26,88,3.38,34,3.91
Shuai Yuan,9114,,,15,113,7.53,49,4.33
Jintao Tang,9115,,,14,23,1.64,26,4.35
Ting Wang,9116,,National University of Defense Technology College of Computer Changsha China,14,20,1.43,0,4.3
Pavel Metrikov,9117,male,,8,8,1.0,75,3.75
Konstantinos Zagoris,9118,male,,13,37,2.85,49,3.49
Ting Liu,9119,,Harbin Institute of Technology Research Center for Social Computing and Information Retrieval China,19,255,13.42,3,4.42
David Buttler,9120,male,Lawrence Livermore National Lab USA,21,39,1.86,21,4.46
Zheng Chen,9121,,,26,129,4.96,43,4.14
Xiaohua Liu,9122,,,18,82,4.56,43,4.41
Long Jiang,9123,male,,12,26,2.17,19,4.58
Ming Zhou,9124,,Microsoft Research Asia Beijing China,13,169,13.0,1,5.35
Fabiano Muniz Belem,9125,male,,10,21,2.1,43,5.43
Jeffrey McGee,9126,male,,8,3,0.38,67,4.0
Edie Rasmussen,9127,female,,32,52,1.62,31,2.69
Maximilian Eibl,9128,male,Technische Universität Chemnitz Germany,20,92,4.6,18,3.2
Sarah K. Tyler,9129,female,,11,7,0.64,100,2.57
Xue Jiang,9130,,,10,28,2.8,50,3.96
Miguel Martinez-Alvarez,9131,male,,9,25,2.78,52,3.72
Ted Tao Yuan,9132,male,,8,3,0.38,100,2.67
Jan Pedersen,9133,male,,20,9,0.45,22,2.56
William R. Hersh,9134,male,,41,201,4.9,40,4.07
M-Dyaa Albakour,9135,,University of Glasgow School of Computing Science,10,43,4.3,44,5.09
Udo Kruschwitz,9136,male,University of Essex UK,23,113,4.91,15,4.13
Yang Liu,9137,,,20,1103,55.15,38,4.39
Jonathon S. Hare,9138,male,,15,63,4.2,32,4.51
Wu-Jun Li,9139,,,15,65,4.33,20,3.15
Pengcheng Wu,9140,,,16,24,1.5,28,4.79
Mayu Iwata,9141,female,,10,22,2.2,36,6.23
Feza Baskaya,9142,male,,18,9,0.5,56,4.22
Amit Singh,9143,male,IBM Research India Bangalore India,10,7,0.7,43,4.0
Linas Baltrunas,9144,male,,13,31,2.38,45,3.84
Gang Zhao,9145,,,20,167,8.35,32,4.3
Xiaoxue Zhao,9146,,,9,19,2.11,37,3.58
Wan-Ching Wu,9147,,,10,14,1.4,50,2.93
Senen Gonzalez,9148,male,,11,12,1.09,0,4.17
Mauricio Marin,9149,male,Yahoo Research,24,116,4.83,33,3.49
Mauricio Oyarzun,9150,male,,9,6,0.67,17,4.5
Ya-nan Qian,9151,,,10,11,1.1,27,5.09
Zhiheng Xu,9152,,,8,18,2.25,56,5.44
